ArticleID,ExpertID,CategoryID,Subject,Thumbnail,PostTime,ClickCount,ReadBook,CreateUserID,CreateUserName,CreateTime,ModifyUserID,ModifyUserName,ModifyTime,SubCategoryID,PlatformType,DeleteStatus
433,70,2,為什麼當親朋好友一個個離開，你會感到孤獨呢？-《孤獨的價值》,db0960c1-6487-4c36-93ae-131560cbd4ca.jpg,2016-09-29 00:00:00.000,11254,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 14:34:48.390,NULL,1,0
434,5,6,愛心可以變成流行，讓行動不便的人有專車接送－多扶的「待用接送」服務,2fe7f94e-e305-483f-af7f-e1494d9e9e7c.jpg,2016-09-29 00:00:00.000,20673,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 14:35:54.390,NULL,1,0
435,40,3,秋季癢癢不要來 糖友應注意血糖變化,59a9a69b-f548-4020-9248-01c0e2bc6489.jpg,2016-09-30 00:00:00.000,14111,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 14:36:32.373,NULL,1,0
436,40,1,挑選拐杖四大重點-選錯拐杖，小心越拿越痠痛！,9055a963-c46b-4279-b025-7c15f05d9751.jpg,2016-09-30 00:00:00.000,15254,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 14:37:36.420,NULL,1,0
437,90,4,到底什麼是「骨刺」呢？骨刺的預防與治療方法,63c9e50c-6a31-41aa-8efc-b67e02046307.jpg,2016-09-30 00:00:00.000,118314,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 14:39:13.030,NULL,1,0
438,90,4,「拇指外翻」讓老人家苦不堪言！拇指外翻的預防與治療,cbf348b6-e380-47f8-9827-69be8912b28a.jpg,2016-09-30 00:00:00.000,18036,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 14:40:58.060,NULL,1,0
439,5,2,除了環保葬......日本高齡社會新流行-終極的「零葬」，葬禮只有一次，反而更要簡化,33d54574-2587-4520-89ce-8138b2ab2483.jpg,2016-10-03 00:00:00.000,92093,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 14:42:32.780,NULL,1,0
440,30,1,【通用設計】你想過使用者的感受嗎？沒有，因為你只想到你自己,68f8f4c7-cb58-408c-8ffe-f3f9a7164ebc.jpg,2016-10-03 00:00:00.000,5996,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 14:43:41.810,NULL,1,0
441,26,1,近7成患者不知道自己有高血壓！五星級對策穩血壓,61a77135-2aae-4bd0-8573-b7851f825d43.jpg,2016-10-03 00:00:00.000,14939,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 14:52:33.877,NULL,1,0
442,6,6,擔心老人家嗎？一兼二顧的「送餐服務」，讓新鮮美味送到家，關懷長者的心與胃,c9a0fe78-0592-495d-b597-2f09a14537ab.jpg,2016-10-03 00:00:00.000,154616,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 14:54:53.533,NULL,1,0
443,33,1,老了不需要自己有車，用共享經濟省錢又省力-《熟年自治世代》,4a5788b7-05cf-41b2-8c76-80669f14266b.jpg,2016-10-04 00:00:00.000,8224,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 14:56:08.843,NULL,1,0
444,33,2,50 歲磨練你的孤獨力，認真面對第二個人生-《50歲開始優雅過好日子》,b35888bf-522f-4697-92a3-ffe40f09b60f.jpg,2016-10-04 00:00:00.000,224720,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 14:57:09.407,NULL,1,0
445,30,1,【通用設計】高齡化社會，交通安全很重要,4db7ac55-10e0-4125-b607-ce22ce41b0ed.jpg,2016-10-04 00:00:00.000,7992,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 14:59:22.173,NULL,1,0
446,33,1,和合不來的人交往時，稍微保持距離-《50歲開始優雅過好日子》,5a3927f0-2931-4d23-84d3-661bd8764b35.jpg,2016-10-04 00:00:00.000,32118,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:03:31.987,NULL,1,0
447,33,2,正因為年齡增長，夫妻間更應說出心中的感謝-《50歲開始優雅過好日子》,62d3d4f4-c90e-4feb-b0ed-8dacda121140.jpg,2016-10-04 00:00:00.000,26396,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:04:28.703,NULL,1,0
448,33,2,父母的看護問題，平時就先商量，不要自私地推給別人-《50歲開始優雅過好日子》,7159ab50-1ab5-4035-961e-121e7e404638.jpg,2016-10-04 00:00:00.000,155308,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:05:19.940,NULL,1,0
449,33,1,夫妻每年進行一、兩次「家計會議」-《50歲開始優雅過好日子》,d1466f45-af45-45ad-b1c7-0a4f061db02e.jpg,2016-10-04 00:00:00.000,19531,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:06:00.127,NULL,1,0
450,5,4,失智症的關鍵表徵：是否喪失了「活動獨立性」-《記憶診所》,56559dd2-a640-4f0b-a19b-05e347d7727e.jpg,2016-10-05 00:00:00.000,26856,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:06:44.503,NULL,1,0
451,5,4,家人有失智症，難道我就一定會得？醫師告訴你，遺傳學沒那麼簡單-《記憶診所》,9ca317e8-bf7b-41f8-a446-548e056a5676.jpg,2016-10-05 00:00:00.000,42960,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:09:22.173,NULL,1,0
452,5,4,為什麼罹患阿茲海默症的女性超過男性？女人真的很難為-《記憶診所》,ff814585-93fb-42ba-9523-2731cdda842c.jpg,2016-10-05 00:00:00.000,25578,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:10:54.597,NULL,1,0
453,5,2,失智症醫師的重要任務是：要為照護者解決問題、讓他們感到自在-《記憶診所》,96f85c0f-8062-4877-bce7-93c9fa6ced27.jpg,2016-10-05 00:00:00.000,14312,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:11:30.720,NULL,1,0
454,5,4,如何評量自己的失智風險？低風險、中等風險與高風險-《記憶診所》,a4037a74-9249-4d77-800c-9826ca5136ee.jpg,2016-10-05 00:00:00.000,16330,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:13:02.597,NULL,1,0
455,5,2,「請在我最不值得愛的時候愛我」失智症患者家屬該怎麼做呢？－《記憶診所》,0ede775e-5a5f-4d92-ad4f-9fce40ec1204.jpg,2016-10-06 00:00:00.000,61043,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:14:16.940,NULL,1,0
456,17,6,舊公寓沒電梯讓你「步步驚心」嗎？讓爬梯機來幫你（內附補助說明）,f5a6f163-3cbb-44bf-b2d3-2b13135bf096.jpg,2016-10-06 00:00:00.000,61619,NULL,NULL,NULL,NULL,1,系統管理員,2018-11-05 16:12:40.557,NULL,1,0
457,7,3,「省力照護你」-教你認識輔具＋省力的轉移位方法,8cbf980b-8c56-48a5-8b60-3f3726b31cac.jpg,2016-10-06 00:00:00.000,20675,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:16:14.987,NULL,1,0
458,30,3,【通用設計】用使用者角度看事情 我們的生活才能一起便利,86adb2b0-3efd-4b50-982a-6b865a95de6b.jpg,2016-10-06 00:00:00.000,5443,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:17:36.393,NULL,1,0
459,30,1,【通用設計】了解別人的需要，你的幫助才有用,5e1ff2ff-8a73-4e1d-9127-6bd42ccd1449.jpg,2016-10-06 00:00:00.000,5769,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:18:19.033,NULL,1,0
460,40,1,【秋涼重養肺】１分鐘「黑芝麻蜂蜜飲」－給阿公潤肺、給阿嬤暖心！,5eba27be-61bb-4fbd-9a22-4888cf03bc0b.jpg,2016-10-07 00:00:00.000,11716,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:19:05.067,NULL,1,0
461,90,4,老是肩膀痠痛、無法高舉？簡單 3 運動幫你遠離五十肩,31d28a13-e487-49f7-b594-0deaa1ae300a.jpg,2016-10-07 00:00:00.000,42172,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:21:41.130,NULL,1,0
462,33,1,少即是多，心靈的富有比物質的擁有更重要-《熟年自治世代》,88415030-bfd1-4b96-9c74-ecfaee8ff9f7.jpg,2016-10-07 00:00:00.000,8365,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:22:41.973,NULL,1,0
463,33,1,你的家「智慧」嗎？提早更新設備，讓家人住得更安心-《熟年自治世代》,bac41596-db1c-413b-9b55-e361f5c01793.jpg,2016-10-07 00:00:00.000,7315,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:23:29.940,NULL,1,0
464,33,1,年紀越大，越捨不得丟東西？不清理，你無法有「第二人生」-《老前生活整理》,599fc5cc-53d2-4bad-9b86-a56918fdc01b.jpg,2016-10-07 00:00:00.000,168571,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:24:50.287,NULL,1,0
465,8,1,【朱國鳳專欄】孤單終老，是可以避免的 《明天別再來敲門》教你把芳鄰變親人,0aab3656-b744-4ecd-b206-6f55eccb2449.jpg,2016-10-07 00:00:00.000,61196,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:25:39.143,NULL,1,0
466,40,1,老了常覺得疲累無力？其實只要「鉀」夠多，就不怕！,d19d5e8d-8851-43d3-8e52-857159fe0bd2.jpg,2016-10-11 00:00:00.000,52856,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:26:53.427,NULL,1,0
467,33,1,怎麼斷捨離？ 5大祕訣做好「老前整理」-《老前生活整理》,e82befce-5f41-4e18-96d8-302f3679e568.jpg,2016-10-11 00:00:00.000,68193,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:27:42.880,NULL,1,0
468,34,2,「飯裡面有毒！」有精神疾病的她，過得也很辛苦－陳潘女士的故事,186c2779-a8f2-4dae-95d9-ba997da5f2a8.jpg,2016-10-11 00:00:00.000,27128,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:28:50.677,NULL,1,0
469,35,2,照顧「鬆綁」 讓安養院不再可怕,38c0211e-151d-4e25-aee9-13194f1ddced.jpg,2016-10-11 00:00:00.000,32559,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:30:13.910,NULL,1,0
470,27,2,你是積極照顧病人的家屬嗎？有時責任不在你，不用全都扛在身上-《照顧父母》,c8e005be-02dd-4ddb-945f-2b3a2fd309aa.jpg,2016-10-11 00:00:00.000,59354,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:31:33.177,NULL,1,0
471,27,3,如何處理「疾病的壓力」？醫師傳授兩方式，讓家人一起面對-《照顧父母》,03c32b38-d7f9-4b53-9e76-7e412dba4ccc.jpg,2016-10-11 00:00:00.000,15165,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:33:44.770,NULL,1,0
472,33,1,無法整理的人，到底在煩惱什麼？兩個整理方法，讓囤積變成收藏-《老前生活整理》,61c45f5b-a51f-4ded-93e4-f8b96cdb8404.jpg,2016-10-11 00:00:00.000,30949,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:34:51.303,NULL,1,0
473,27,4,跌倒卻併發心臟衰竭？讓人一病不起的骨質疏鬆-《照顧父母》,4aa1dbd6-24fb-4104-8104-e393189a67dd.jpg,2016-10-11 00:00:00.000,17137,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:35:33.130,NULL,1,0
474,27,1,老人家喜歡屯積各種藥品、胡亂服藥，要如何說服他們去醫院就診？-《照顧父母》,a7f1d933-1ad4-4d86-955a-cc688e55ea5a.jpg,2016-10-11 00:00:00.000,8965,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:37:14.350,NULL,1,0
475,27,1,「有病治病，沒病強身」父母對於健康食品來者不拒，該怎麼辦？-《照顧父母》,20f602e0-9bac-4748-b66a-f39b23723a45.jpg,2016-10-11 00:00:00.000,9332,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:37:53.723,NULL,1,0
476,33,1,提早改造居家環境，坐輪椅也不擔心-《老前生活整理》,321fa669-dbf3-445e-9965-f080560f1de1.jpg,2016-10-11 00:00:00.000,20584,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:38:35.177,NULL,1,0
477,33,1,老了住哪裡好？60歲前決定最好 -《老前生活整理》,d0113af0-2957-4c75-86d0-3e9b0bbc4967.jpg,2016-10-11 00:00:00.000,115059,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:39:40.473,NULL,1,0
478,40,1,骨質疏鬆要靠什麼補鈣？ 這些蔬菜比牛奶更多鈣,119cf87d-4a63-47dc-9024-a3bee8afe507.jpg,2016-10-12 00:00:00.000,34029,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:40:18.723,NULL,1,0
479,33,1,老了，就要對自己好一點！只需保留真正必要的東西 -《老前生活整理》,6b0e37b1-88d9-47f9-87db-a4cd6261561e.jpg,2016-10-12 00:00:00.000,97866,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:41:32.460,NULL,1,0
480,5,1,全心服務為出發，展示、體驗各類輔具的「明陽來村」,c1ee4282-4176-425e-aa29-b81853d9929f.jpg,2016-10-12 00:00:00.000,15883,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:42:43.630,NULL,1,0
481,7,2,誰就活該是照顧者？你家舉行過照顧會議嗎？記住，第一原則是「不要怕衝突」,b1eefbdf-d34b-4c35-84ed-7d64587f1b64.jpg,2016-10-12 00:00:00.000,58472,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:44:58.727,NULL,1,0
482,6,3,「我來幫你！」什麼都幫長輩做好好，是「尊敬」還是「剝奪」？,2d096601-135e-46bf-8673-04a64fd13ca9.jpg,2016-10-12 00:00:00.000,124229,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:45:42.350,NULL,1,0
483,26,1,肩頸痠、打嗝、偏頭痛，留意10大高血壓前兆,50419528-e520-43d0-9312-73f11767e20c.jpg,2016-10-13 00:00:00.000,27942,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:47:25.803,NULL,1,0
484,26,1,餐桌上的降壓藥！7飲食法，一輩子不會高血壓,c881dc99-3963-4e87-ac99-e4e489bb6c66.jpg,2016-10-13 00:00:00.000,18472,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:48:05.537,NULL,1,0
485,26,4,吃降壓藥別碰柑橘類！注意3件事避免副作用、低血壓,d70365fb-7a9e-4b81-811f-b47aa12f2dd3.jpg,2016-10-13 00:00:00.000,41587,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:48:41.693,NULL,1,0
486,5,3,你知道輔具也可以維修嗎？快來「樂多多」看看,6cb87f16-b545-44d9-ac90-bc043e7e3a77.jpg,2016-10-13 00:00:00.000,10723,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:49:31.883,NULL,1,0
487,26,1,日醫學專家也在做！血管軟Q遠離高血壓就做這1動作,ea005330-7eaf-46d9-9979-8fd4bc896e3c.jpg,2016-10-13 00:00:00.000,17212,NULL,NULL,NULL,NULL,1,系統管理員,2018-11-13 11:38:08.503,NULL,1,0
488,26,1,超簡單不累人！1天3次這樣做，讓血管一直年輕,172c9d3f-3b1b-4191-93d9-afd640f29e1d.jpg,2016-10-13 00:00:00.000,33747,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:51:55.837,NULL,1,0
489,7,1,給未來會變老的自己：便利、安全、公平，0到100歲都能使用的「通用設計」,333b4ed3-cdef-4ed7-acda-2d31def0f34a.jpg,2016-10-14 00:00:00.000,12482,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:52:57.523,NULL,1,0
490,40,1,調解更年期不適有絕招！靠黑豆來養生補腎氣,d0d113a4-e4e6-4c89-b6cf-6be52294a2f1.jpg,2016-10-14 00:00:00.000,16116,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:54:06.913,NULL,1,0
491,34,2,「阿明，你什麼時候回家？」等待一家團圓卻不可得－秀琴阿嬤的故事,7401c13c-b521-401e-9dc8-5cced5aa25d1.jpg,2016-10-14 00:00:00.000,33723,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:05:30.713,NULL,1,0
492,8,1,【朱國鳳專欄】「第三人生」的美好想像 當一隻「侯鳥」long stay,f7858a22-4e85-48cc-84f2-6448ed03e848.jpg,2016-10-14 00:00:00.000,13447,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:04:13.570,NULL,1,0
493,40,1,天冷喝熱湯祛寒 男女皆適合的補血四物湯(內附簡易食譜),7294fc42-bba1-494e-8907-1e02c8114220.jpg,2016-10-14 00:00:00.000,9083,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:03:24.493,NULL,1,0
494,7,2,暫停的人生，再度按下「PLAY」鍵-照顧畢業生 柔娜的故事,6cb5e10d-ab8d-4d00-9c8b-ed6f4b4e0f5d.jpg,2016-10-17 00:00:00.000,11969,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:02:27.947,NULL,1,0
495,37,3,確診失智症的第一步： 思考如何照顧和要住在哪裡？－《失智就是這麼一回事》,b0bf3b7c-64d2-4805-8f90-a8772f034054.jpg,2016-10-17 00:00:00.000,26033,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:01:02.837,NULL,1,0
496,37,3,怎麼和失智症患者溝通？問題要簡潔，要面對面、眼對眼－《失智就是這麼一回事》,2ce5ac50-0401-4b3e-92c1-f5c72ee229da.jpg,2016-10-17 00:00:00.000,33373,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:59:56.930,NULL,1,0
497,37,3,失智症患者的日常生活照顧：進食與穿衣的照顧原則－《失智就是這麼一回事》,97ea5504-6b3a-471c-8d00-80ec99f8ac07.jpg,2016-10-17 00:00:00.000,20890,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:59:11.790,NULL,1,0
498,40,1,糖尿病者常擔心高血壓？腎病變糖友更應注意血壓過低,2a897747-5ac6-4f05-b42d-263a56a7bb59.jpg,2016-10-17 00:00:00.000,10754,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:58:21.243,NULL,1,0
499,7,2,「在人世間，不就是你幫我，我幫你嗎？」真情勝過血緣之親-失智症電影《幸運是我》,6f5e5190-a25f-444c-a62a-69fce50db00b.jpg,2016-10-18 00:00:00.000,52186,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:57:24.350,NULL,1,0
500,25,3,看看別人想想自己 澳洲長照機構參訪,d1963c32-7180-4c32-bd00-b1d0deee09d3.jpg,2016-10-18 00:00:00.000,60138,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 15:56:10.337,NULL,1,0
501,40,1,長輩的蛋白質攝取有過量嗎？小心！腎病從此不離身,73c85802-fd77-4324-beed-5f33ac2915aa.jpg,2016-10-18 00:00:00.000,22545,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:19:12.183,NULL,1,0
502,90,4,不可逆的眼睛退化疾病－青光眼的治療與預防,a6b09b20-53cd-4d35-9e89-eda51e5ab454.jpg,2016-10-18 00:00:00.000,30415,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:18:20.387,NULL,1,0
503,37,3,失智症患者的日常生活照顧：衛生與作息的照顧原則 -《失智就是這麼一回事》,ebc7befa-a159-4fce-8987-414c89d2d4e3.jpg,2016-10-19 00:00:00.000,22384,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:17:31.183,NULL,1,0
504,37,3,失智症患者的家該怎麼佈置？兩重點：提升居家安全、認知能力！－《失智就是這麼一回事》,b62c2f98-fe53-4328-9bf2-48df6f5335bd.jpg,2016-10-19 00:00:00.000,23312,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:16:40.980,NULL,1,0
505,6,3,機構不是監獄！一間沒有密碼鎖的失智症照護機構-團體家屋（內附全臺團體家屋資訊）,089a9451-1c03-4474-a710-3b7310bf2827.jpg,2016-10-19 00:00:00.000,80950,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:15:49.133,NULL,1,1
506,40,1,吃什麼預防失智？Omega-3 可抗氧化、緩失智,59c71074-fc37-47ad-b41d-89109d92a637.jpg,2016-10-19 00:00:00.000,15416,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:15:07.230,NULL,1,0
507,90,4,三高不是只有高血壓！心血管的隱形殺手－高血脂症的認識與預防,3cdb415f-d189-4ff9-ba97-50e2f79eea6f.jpg,2016-10-20 00:00:00.000,17380,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:14:02.040,NULL,1,0
508,90,4,白內障你知道多少？及早治療就能痊癒，「老花改善」也是警訊之一！,944a62d1-1a81-4949-a0ea-f59ab70c4133.jpg,2016-10-21 00:00:00.000,68971,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:13:04.667,NULL,1,0
511,8,1,【朱國鳳專欄】老前才清理就太遲了！4方法教你少買東西、多存老本,cf30e367-ae98-4258-8bb6-56109b03304f.jpg,2016-10-24 00:00:00.000,155933,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:11:11.477,NULL,1,0
512,90,3,【照顧技巧】行動不便者的床上沐浴技巧,49465665-afec-4041-9953-538505360233.jpg,2016-10-24 00:00:00.000,53365,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:10:04.290,NULL,1,0
513,20,2,「尿布是老人家的最後一道防線」他的尊嚴和羞恥感，你感受到了嗎？,faf1a810-7704-4a80-a731-87f91435e462.jpg,2016-10-24 00:00:00.000,151687,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:40:42.403,NULL,1,0
514,8,1,【朱國鳳專欄】老人家如果窮得只剩下房子？現在開始計畫，讓長輩有錢拿、有房子住-以房養老（上）,3c713420-2b49-4183-b8e5-9dd55fc8dbaf.jpg,2016-10-24 00:00:00.000,123241,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:38:34.433,NULL,1,0
515,20,2,不要輕易為老人「斷捨離」！他的「囤積」有匱乏的焦慮、難捨的愛與未完成的夢想...,07e1ef39-6a74-4402-834c-01194e34b65c.jpg,2016-10-24 00:00:00.000,26303,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:37:36.637,NULL,1,0
516,5,3,第一次陪同就醫就上手-老大人的就醫安全手冊,a3aab232-5a94-46e6-a008-14d6ba4bed7e.jpg,2016-10-26 00:00:00.000,10008,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:35:58.013,NULL,1,0
517,37,1,想要健康活百二？丟掉保健品，靠運動提升體適能最實在-《0負擔的照護》,5abe2466-753f-496c-8e09-f114e2a5c31f.jpg,2016-10-26 00:00:00.000,11141,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:34:56.607,NULL,1,0
518,37,1,長輩看診藥越拿越多？善用老人門診「對症下藥」-《0負擔的照護》,2b721957-14aa-42f9-9c61-11aae160ab10.jpg,2016-10-26 00:00:00.000,11288,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:33:31.560,NULL,1,0
519,34,2,「你來幹什麼！我不需要你！」不是每個人都想被照顧－趕我出門的阿雀阿嬤,715bbc12-5f10-4787-9133-e2582d0687c5.jpg,2016-10-26 00:00:00.000,24327,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:32:55.090,NULL,1,0
520,34,2,「兩隻馬，兩隻虎」一句話與伴侶相處到老－凡事不計較的失智阿公,2663c0f8-33de-4594-895b-bc5066754425.jpg,2016-10-26 00:00:00.000,13523,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:32:09.417,NULL,1,0
521,36,2,賴芳玉：​祖父母力的年代,c4f39e44-f5af-4198-84df-9dcdf5b8b214.jpg,2016-10-27 00:00:00.000,10035,NULL,NULL,NULL,NULL,1,系統管理員,2017-10-17 10:48:31.590,NULL,1,0
524,36,2,賴芳玉：子女可以不用支付孝親費嗎？,42dfbcbe-cc5b-44a6-a778-0488b51d520f.jpg,2016-10-27 00:00:00.000,64551,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:51:53.670,NULL,1,0
526,36,2,賴芳玉：當父母老了,5e8e4873-ca79-4efb-8cbc-54ea6aff1cee.jpg,2016-10-27 00:00:00.000,178338,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:50:37.560,NULL,1,0
527,36,2,賴芳玉：當移工阿妮說我想要殺了他,ca177f6a-8e92-4f0f-b585-2562d3fe308e.jpg,2016-10-27 00:00:00.000,12224,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:50:00.077,NULL,1,0
528,25,3,2016 大阪醫療展 到宅服務篇,6567dfb2-55b3-4f86-b54d-4add7d81ae40.jpg,2016-10-28 00:00:00.000,9124,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:49:04.280,NULL,1,0
529,23,1,「能和老伴有性生活，我覺得很幸福」熟齡女人要有規律的性生活，讓妳身心更健康美滿！,e109db0f-0829-4aaf-847d-0f5711188e9e.jpg,2016-10-28 00:00:00.000,57558,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:48:01.687,NULL,1,0
530,6,6,揭開「老人自殺」的神秘面紗，千萬別錯過可利用的社會資源,e951af44-c63f-432a-943d-e0fe9c9c3000.jpg,2016-10-28 00:00:00.000,14710,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:47:11.857,NULL,1,0
531,5,6,讓長輩走得好，外出沒煩惱的老人防跌手冊,93eb6558-60b3-4006-8c30-cde2ffd85c97.jpg,2016-10-28 00:00:00.000,22861,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:46:18.747,NULL,1,0
532,25,3,2016 大阪醫療展 排泄浴廁篇,6f221d1c-bcc6-40c2-b806-880fe696399c.jpg,2016-10-28 00:00:00.000,21899,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 16:45:17.670,NULL,1,0
533,40,1,走幾步路就覺得累了？小心！可能是肌少症,1c3f5566-5933-46bc-bd14-7e6063b1cde5.jpg,2016-11-01 00:00:00.000,31436,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 17:09:09.533,NULL,1,0
534,40,1,便秘？腹瀉？傻傻分不清楚 可能是「腸無力症」！,f1e4dad4-d683-449c-af4d-2eb42f27a781.jpg,2016-11-01 00:00:00.000,19288,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 17:07:42.080,NULL,1,0
535,90,4,和灰指甲說掰掰，保持足部乾燥 讓黴菌不再來,1383c9af-2034-419a-befe-749bbf94dd49.jpg,2016-11-02 00:00:00.000,21048,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 17:06:48.187,NULL,1,0
536,90,4,比三高更可怕的代謝症候群，你認識多少？,7b4f5c86-e7ad-4a04-a342-aea8d8e2fb90.jpg,2016-11-02 00:00:00.000,18273,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 17:06:05.343,NULL,1,0
537,40,1,天氣轉冷「立冬」將至 簡易藥膳，讓你溫補養生（內附食譜）,4917644f-79dd-4c48-af6a-870383bb6fae.jpg,2016-11-02 00:00:00.000,17556,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 17:05:18.360,NULL,1,0
538,8,1,【朱國鳳專欄】老人家如果窮得只剩下房子？現在開始計畫，讓長輩有錢拿、有房子住-以房養老（下）,c78b59da-0742-4dc8-b387-483167d350a3.jpg,2016-11-03 00:00:00.000,19595,NULL,NULL,NULL,NULL,1,系統管理員,2018-08-27 17:03:34.297,NULL,1,0
